model,model_id,model_group,params_b,layers,heads,total_heads,selected_heads,selected_fraction,selected_depth_mean,selected_depth_min,selected_depth_max,early_fraction,mid_fraction,late_fraction,margin_mean_all,margin_mean_selected,margin_min_selected,margin_max_selected
qwen2.5-7b-instruct-attn,Qwen/Qwen2.5-7B-Instruct,Qwen2.5,7.0,28,28,784,24,0.030612244897959183,0.5030864197530863,0.3333333333333333,0.8148148148148148,0.0,0.875,0.125,0.028275601111006122,0.5564588445682616,0.2579363322260183,0.8449823661229523
qwen2.5-14b-instruct-attn,Qwen/Qwen2.5-14B-Instruct,Qwen2.5,14.0,48,40,1920,61,0.03177083333333333,0.3983257760725497,0.14893617021276595,0.6595744680851063,0.29508196721311475,0.7049180327868853,0.0,0.019045823166434436,0.4514438791946053,0.09135162506331507,0.8228377059382462
qwen2.5-32b-instruct-attn,Qwen/Qwen2.5-32B-Instruct,Qwen2.5,32.0,64,40,2560,115,0.044921875,0.5164941338854383,0.1111111111111111,0.873015873015873,0.11304347826086956,0.7043478260869566,0.1826086956521739,0.05430298532408297,0.5633857399652629,0.2638173500319594,0.8430090272777212
qwen2.5-coder-7b-instruct-attn,Qwen/Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder,7.0,28,28,784,28,0.03571428571428571,0.44841269841269843,0.25925925925925924,0.7407407407407407,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.012490067559333127,0.5435183938393415,0.17432622950531954,0.8679129024346519
qwen2.5-coder-14b-instruct-attn,Qwen/Qwen2.5-Coder-14B-Instruct,Qwen2.5-Coder,14.0,48,40,1920,46,0.023958333333333335,0.45097132284921354,0.14893617021276595,0.6170212765957447,0.17391304347826086,0.8260869565217391,0.0,-0.006589793169470139,0.5446167977037387,0.12605495315743354,0.8060173990854672
qwen2.5-coder-32b-instruct-attn,Qwen/Qwen2.5-Coder-32B-Instruct,Qwen2.5-Coder,32.0,64,40,2560,118,0.04609375,0.6183750336292708,0.20634920634920634,1.0,0.0423728813559322,0.5338983050847458,0.423728813559322,0.03530870712148393,0.6147657927822423,0.27105589915904743,0.9723307634141605
qwen3-8b-attn,Qwen/Qwen3-8B,Qwen3,8.0,36,32,1152,40,0.034722222222222224,0.4671428571428571,0.22857142857142856,0.6857142857142857,0.15,0.8,0.05,0.011002183928088133,0.5219692722270237,0.29060362838956943,0.8177394207292081
qwen3-14b-attn,Qwen/Qwen3-14B,Qwen3,14.0,40,40,1600,63,0.039375,0.4782254782254784,0.20512820512820512,0.7692307692307693,0.07936507936507936,0.8571428571428571,0.06349206349206349,0.023127435469468414,0.5549208258627953,0.22223882760912206,0.893081050367765
qwen3-32b-attn,Qwen/Qwen3-32B,Qwen3,32.0,64,64,4096,36,0.0087890625,0.5013227513227514,0.19047619047619047,0.7777777777777778,0.1388888888888889,0.5555555555555556,0.3055555555555556,-0.0515413696189785,0.6694585204598448,0.4495275375068242,0.8882862027510494
